"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","26","36","6","11.536764","0","0"
"Globals","24","545","0","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","23","28","1","11.245938","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","560","665","1","260.207428","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","119","119","1","45.719559","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","4","4","1","1.041307","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","14","14","1","3.737761","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","24","37","42","1","15.816440","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","24","4","4","1","1.316593","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","18","18","1","9.546478","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","2","2","1","0.717933","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","24","4","4","1","1.199588","0","0"
"/Engine/EngineDebugMaterials/WireframeMaterial.WireframeMaterial","24","150","255","1","47.654652","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","24","36","36","1","15.181728","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","24","4","4","1","1.177970","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","24","4","4","1","1.455542","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","24","2","2","1","0.695648","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","4","4","1","1.220392","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","4","4","1","1.234152","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","36","36","1","15.941644","0","0"
"/Game/VFXSeries1/Materials/Energy/M_SparksBlue.M_SparksBlue","24","20","20","1","6.377740","0","0"
"/Game/VFXSeries1/Materials/Energy/M_SmokeParticle.M_SmokeParticle","24","80","80","1","33.927708","0","0"
"/Game/VFXSeries1/Materials/Energy/M_Burst.M_Burst","24","24","24","1","8.646588","0","0"
"/Game/Meshes/vessel/body_part_2.body_part_2","24","18","18","1","7.597836","0","0"
"/Game/Meshes/vessel/body_part.body_part","24","18","18","1","7.096060","0","0"
"/Game/Meshes/vessel/turbine.turbine","24","18","18","1","7.126011","0","0"
"/Game/Meshes/vessel/part-1.part-1","24","18","18","1","7.051747","0","0"
"/Game/Meshes/vessel/glass.glass","24","18","18","1","7.124222","0","0"
"/Game/Meshes/env/cone2.cone2","24","33","33","1","13.203937","0","0"
"/Game/Meshes/env/rock.rock","24","18","18","1","7.057591","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","2","2","1","0.670522","0","0"
"/Game/Meshes/env/body_005.body_005","24","18","18","1","6.996266","0","0"
"/Game/Meshes/env/body_002.body_002","24","18","18","1","7.012958","0","0"
"/Game/Meshes/env/body_001.body_001","24","18","18","1","7.125400","0","0"
"/Game/Meshes/env/tower_body.tower_body","24","18","18","1","7.355785","0","0"
"/Game/Meshes/env/part_glow.part_glow","24","18","18","1","7.163773","0","0"
"/Game/Meshes/env/cone4.cone4","24","18","18","1","7.021807","0","0"
"/Game/Meshes/vessel/Material_004.Material_004","24","18","18","1","7.187521","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","24","99","99","1","42.412289","0","0"
"/Game/Meshes/vessel/Material.Material","24","18","18","1","7.898268","0","0"
"/Game/Meshes/vessel/body.body","24","18","18","1","7.863161","0","0"
"/Game/Meshes/vessel/black-parts.black-parts","24","18","18","1","8.159206","0","0"
"/Game/Meshes/vessel/Material_001.Material_001","24","18","18","1","7.254170","0","0"
"/Game/Meshes/env/light.light","24","33","33","1","13.458537","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","24","2","2","1","0.691149","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","7","12","1","2.006931","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","24","189","189","1","82.448273","0","0"
"/Game/VFXSeries1/Materials/Energy/Plasma/M_Flare.M_Flare","24","16","16","1","5.122266","0","0"
"/Game/VFXSeries1/Materials/LensFlare/m_flare_03.m_flare_03","24","12","12","1","3.886454","0","0"
"/Game/VFXSeries1/Materials/M_FireBlueParticle.M_FireBlueParticle","24","16","16","1","5.363011","0","0"
"/Game/VFXSeries1/Materials/M_Plasmaclouds3.M_Plasmaclouds3","24","60","60","1","24.260227","0","0"
"/Game/weathereffects/Materials/M_Transparent.M_Transparent","24","60","60","1","23.676846","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Back.Mat_HD_Kaldar_Back","24","2","2","1","0.687054","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Down.Mat_HD_Kaldar_Down","24","2","2","1","0.716319","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Front.Mat_HD_Kaldar_Front","24","2","2","1","0.684817","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Left.Mat_HD_Kaldar_Left","24","2","2","1","0.702049","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Right.Mat_HD_Kaldar_Right","24","2","2","1","0.717049","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Up.Mat_HD_Kaldar_Up","24","2","2","1","0.676911","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","2","2","1","0.757460","0","0"
"/Game/Materials/roadCorner_emissive.roadCorner_emissive","24","33","33","1","13.955439","0","0"
"/Game/Meshes/env/body.body","24","33","33","1","13.174232","0","0"
"/Game/Meshes/env/body_003.body_003","24","18","18","1","7.265982","0","0"
"/Game/Meshes/env/body_004.body_004","24","18","18","1","7.237464","0","0"
