"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","42","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","949","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","155","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","58","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","13","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","104","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","7","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","13","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/WireframeMaterial.WireframeMaterial","0","0","645","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","31","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","13","1","0.000000","0","0"
"/Game/VFXSeries1/Materials/Energy/Plasma/M_Flare.M_Flare","0","0","37","1","0.000000","0","0"
"/Game/VFXSeries1/Materials/Energy/M_SparksBlue.M_SparksBlue","0","0","45","1","0.000000","0","0"
"/Game/VFXSeries1/Materials/Energy/M_SmokeParticle.M_SmokeParticle","0","0","127","1","0.000000","0","0"
"/Game/VFXSeries1/Materials/Energy/M_Burst.M_Burst","0","0","45","1","0.000000","0","0"
"/Game/Meshes/vessel/body_part_2.body_part_2","0","0","19","1","0.000000","0","0"
"/Game/Meshes/vessel/body_part.body_part","0","0","19","1","0.000000","0","0"
"/Game/Meshes/vessel/turbine.turbine","0","0","19","1","0.000000","0","0"
"/Game/Meshes/vessel/part-1.part-1","0","0","19","1","0.000000","0","0"
"/Game/Meshes/vessel/glass.glass","0","0","19","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","23","1","0.000000","0","0"
"/Game/Meshes/env/cone2.cone2","0","0","31","1","0.000000","0","0"
"/Game/Meshes/env/rock.rock","0","0","31","1","0.000000","0","0"
"/Game/Meshes/env/body_005.body_005","0","0","31","1","0.000000","0","0"
"/Game/Meshes/env/body_002.body_002","0","0","31","1","0.000000","0","0"
"/Game/Meshes/env/body_001.body_001","0","0","31","1","0.000000","0","0"
"/Game/Meshes/env/tower_body.tower_body","0","0","31","1","0.000000","0","0"
"/Game/Meshes/env/part_glow.part_glow","0","0","19","1","0.000000","0","0"
"/Game/Meshes/env/cone4.cone4","0","0","19","1","0.000000","0","0"
"/Game/Meshes/vessel/Material_004.Material_004","0","0","19","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","81","1","0.000000","0","0"
"/Game/Meshes/vessel/Material.Material","0","0","19","1","0.000000","0","0"
"/Game/Meshes/vessel/body.body","0","0","19","1","0.000000","0","0"
"/Game/Meshes/vessel/black-parts.black-parts","0","0","19","1","0.000000","0","0"
"/Game/Meshes/vessel/Material_001.Material_001","0","0","19","1","0.000000","0","0"
"/Game/Meshes/env/light.light","0","0","31","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","15","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","15","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","149","1","0.000000","0","0"
"/Game/VFXSeries1/Materials/LensFlare/m_flare_03.m_flare_03","0","0","29","1","0.000000","0","0"
"/Game/VFXSeries1/Materials/M_FireBlueParticle.M_FireBlueParticle","0","0","37","1","0.000000","0","0"
"/Game/VFXSeries1/Materials/M_Plasmaclouds3.M_Plasmaclouds3","0","0","91","1","0.000000","0","0"
"/Game/weathereffects/Materials/M_Transparent.M_Transparent","0","0","91","1","0.000000","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Back.Mat_HD_Kaldar_Back","0","0","7","1","0.000000","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Down.Mat_HD_Kaldar_Down","0","0","7","1","0.000000","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Front.Mat_HD_Kaldar_Front","0","0","7","1","0.000000","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Left.Mat_HD_Kaldar_Left","0","0","7","1","0.000000","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Right.Mat_HD_Kaldar_Right","0","0","7","1","0.000000","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Up.Mat_HD_Kaldar_Up","0","0","7","1","0.000000","0","0"
"/Game/Meshes/env/body_part.body_part","0","0","19","1","0.000000","0","0"
"/Game/Materials/roadCorner_emissive.roadCorner_emissive","0","0","31","1","0.000000","0","0"
"/Game/Meshes/env/body.body","0","0","31","1","0.000000","0","0"
"/Game/Meshes/env/body_003.body_003","0","0","31","1","0.000000","0","0"
"/Game/Meshes/env/body_004.body_004","0","0","31","1","0.000000","0","0"
