"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","3098","0","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","42","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","949","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","155","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","58","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","13","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","104","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","7","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","13","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/WireframeMaterial.WireframeMaterial","0","0","645","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","31","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","13","1","0.000000","0","0"
"/Game/VFXSeries1/Materials/Energy/Plasma/M_Flare.M_Flare","0","37","37","1","9.515413","0","0"
"/Game/VFXSeries1/Materials/Energy/M_SparksBlue.M_SparksBlue","0","45","45","1","10.691431","0","0"
"/Game/VFXSeries1/Materials/Energy/M_SmokeParticle.M_SmokeParticle","0","127","127","1","40.629307","0","0"
"/Game/VFXSeries1/Materials/Energy/M_Burst.M_Burst","0","45","45","1","10.171362","0","0"
"/Game/Meshes/vessel/body_part_2.body_part_2","0","19","19","1","5.757936","0","0"
"/Game/Meshes/vessel/body_part.body_part","0","19","19","1","5.584317","0","0"
"/Game/Meshes/vessel/turbine.turbine","0","19","19","1","5.613944","0","0"
"/Game/Meshes/vessel/part-1.part-1","0","19","19","1","5.699437","0","0"
"/Game/Meshes/vessel/glass.glass","0","19","19","1","5.702964","0","0"
"/Game/Meshes/env/rock.rock","0","31","31","1","10.078738","0","0"
"/Game/Meshes/env/cone2.cone2","0","31","31","1","10.100410","0","0"
"/Game/Meshes/env/body_005.body_005","0","31","31","1","10.099621","0","0"
"/Game/Meshes/env/body_002.body_002","0","31","31","1","10.178553","0","0"
"/Game/Meshes/env/body_001.body_001","0","31","31","1","10.136064","0","0"
"/Game/Meshes/env/tower_body.tower_body","0","31","31","1","10.051422","0","0"
"/Game/Meshes/env/part_glow.part_glow","0","19","19","1","5.754338","0","0"
"/Game/Meshes/env/cone4.cone4","0","19","19","1","5.687291","0","0"
"/Game/Meshes/vessel/Material_004.Material_004","0","19","19","1","5.801401","0","0"
"/Game/Meshes/vessel/Material.Material","0","19","19","1","5.639963","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","23","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","81","1","0.000000","0","0"
"/Game/Meshes/vessel/body.body","0","19","19","1","5.696591","0","0"
"/Game/Meshes/vessel/black-parts.black-parts","0","19","19","1","5.795057","0","0"
"/Game/Meshes/vessel/Material_001.Material_001","0","19","19","1","5.786777","0","0"
"/Game/Meshes/env/light.light","0","31","31","1","10.377309","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","15","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","15","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","36","1","0.000000","0","0"
